security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
500002,abb india limited,abb,abb india limited,Active,A,2,ine117a01022,capital goods,industrials,electrical equipment,heavy electrical equipment
500003,aegis logistics ltd.,aegislog,aegis logistics ltd.,Active,A,1,ine208c01025,"oil, gas & consumable fuels",energy,gas,trading - gas
500008,amara raja batteries ltd,amarajabat,amara raja batteries ltd.,Active,A,1,ine885a01032,automobile and auto components,consumer discretionary,auto components,batteries - automobile
500009,ambalal sarabhai enterprise ltd.,ambalalsa,ambalal sarabhai enterprises ltd.,Active,X,10,ine432a01017,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500010,housing development finance corp.lt,hdfc,housing development finance corp.ltd.,Active,A,2,ine001a01036,financial services,financial services,finance,housing finance company
500012,andhra petrochemicals ltd.,andhrapet,andhra petrochemicals ltd.,Active,B,10,ine714b01016,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500013,ansal properties & infrastructure ltd.,ansalapi,ansal properties & infrastructure ltd.,Active,B,5,ine436a01026,realty,consumer discretionary,realty,residential commercial projects
500014,utique enterprises limited,utique,utique enterprises ltd,Active,X,10,ine096a01010,financial services,financial services,finance,non banking financial company (nbfc)
500016,aruna hotels ltd.,arunahtel,aruna hotels ltd.,Active,X,10,ine957c01019,consumer services,consumer discretionary,leisure services,hotels & resorts
500020,bombay dyeing & mfg. co. ltd.,bomdyeing,bombay dyeing & mfg.co.ltd.,Active,A,2,ine032a01023,textiles,consumer discretionary,textiles & apparels,other textile products
500023,asian hotels (north) limited,asianhotnr,asian hotels (north) limited,Active,B,10,ine363a01022,consumer services,consumer discretionary,leisure services,hotels & resorts
500027,atul limited.,atul,atul ltd.,Active,A,10,ine100a01010,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500028,atv projects india ltd,atvpr,atv projects india ltd.,Active,XT,10,ine447a01015,capital goods,industrials,industrial manufacturing,industrial equipments
500031,bajaj electricals ltd.,bajajelec,bajaj electricals ltd.,Active,A,2,ine193e01025,consumer durables,consumer discretionary,consumer durables,household appliances
500032,bajaj hindusthan sugar limited,bajajhind,bajaj hindusthan sugar limited,Active,A,1,ine306a01021,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500033,force motors limited,forcemot,force motors ltd.,Active,A,10,ine451a01017,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
500034,bajaj finance limited,bajfinance,bajaj finance limited,Active,A,2,ine296a01024,financial services,financial services,finance,non banking financial company (nbfc)
500038,balrampur chini mills ltd.,balramchin,balrampur chini mills ltd.,Active,A,1,ine119a01028,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500039,banco products (india) ltd.,bancoindia,banco products (india) ltd.,Active,B,2,ine213c01025,automobile and auto components,consumer discretionary,auto components,auto components & equipments
500040,century textiles & industries ltd.,centurytex,century textiles & industries ltd.,Active,A,10,ine055a01016,forest materials,commodities,paper forest & jute products,paper & paper products
500041,bannari amman sugars ltd.,banarisug,bannari amman sugars ltd.,Active,A,10,ine459a01010,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500042,basf india ltd,basf,basf india ltd.,Active,A,10,ine373a01013,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500043,bata india limited,bataindia,bata india ltd.,Active,A,5,ine176a01028,consumer durables,consumer discretionary,consumer durables,footwear
500048,beml ltd,beml,beml ltd.,Active,A,10,ine258a01016,capital goods,industrials,agricultural commercial & construction vehicles,construction vehicles
500049,bharat electronics ltd.,bel,bharat electronics ltd.,Active,A,1,ine263a01024,capital goods,industrials,aerospace & defense,aerospace & defense
500052,bhansali engineering polymers ltd.,bepl,bhansali engineering polymers ltd.,Active,A,1,ine922a01025,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500058,bihar sponge iron ltd,bihspong,bihar sponge iron ltd.,Active,XT,10,ine819c01011,metals & mining,commodities,ferrous metals,sponge iron
500060,birla cable limited,birlacable,birla cable ltd,Active,B,10,ine800a01015,telecommunication,telecommunication,telecom - equipment & accessories,telecom - equipment & accessories
500067,blue star ltd,bluestarco,blue star ltd.,Active,A,2,ine472a01039,consumer durables,consumer discretionary,consumer durables,air conditioner
500068,disa india ltd.,disaq,disa india ltd.,Active,X,10,ine131c01011,capital goods,industrials,industrial manufacturing,industrial machinery
500069,quest capital markets limited,questcap,quest capital markets ltd,Active,X,10,ine418c01012,financial services,financial services,capital markets,other capital market related services
500074,bpl ltd.,bpl,bpl ltd.,Active,B,10,ine110a01019,consumer durables,consumer discretionary,consumer durables,consumer electronics
500078,oriental aromatics limited,oal,oriental aromatics ltd,Active,B,5,ine959c01023,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500083,century extrusions ltd.,centext,century extrusions ltd.,Active,B,1,ine281a01026,capital goods,industrials,industrial products,aluminium copper & zinc products
500084,cesc limited,cesc,cesc ltd.,Active,A,1,ine486a01021,power,utilities,power,electric utilities
500085,chambal fertilisers & chemicals ltd,chamblfert,chambal fertilisers & chemicals ltd.,Active,A,10,ine085a01013,chemicals,commodities,fertilizers & agrochemicals,fertilizers
500086,exide industries ltd.,exideind,exide industries ltd.,Active,A,1,ine302a01020,automobile and auto components,consumer discretionary,auto components,batteries - automobile
500087,cipla ltd.,cipla,cipla ltd.,Active,A,2,ine059a01026,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500089,dic india ltd,dicind,dic india ltd.,Active,B,10,ine303a01010,chemicals,commodities,chemicals & petrochemicals,printing inks
500092,crisil ltd.,crisil,crisil ltd.,Active,A,1,ine007a01025,financial services,financial services,finance,other financial services
500093,cg power and industrial solutions limited,cgpower,cg power and industrial solutions ltd,Active,B,2,ine067a01029,capital goods,industrials,electrical equipment,heavy electrical equipment
500096,dabur india ltd.,dabur,dabur india ltd.,Active,A,1,ine016a01026,fast moving consumer goods,fast moving consumer goods,personal products,personal care
500097,dalmia bharat sugar and industries ltd,dalmiasug,dalmia bharat sugar and industries ltd,Active,A,2,ine495a01022,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500101,arvind ltd.,arvind,arvind ltd.,Active,A,10,ine034a01011,textiles,consumer discretionary,textiles & apparels,garments & apparels
500102,ballarpur industries ltd.,ballarpur,ballarpur industries ltd.,Active,Z,2,ine294a01037,forest materials,commodities,paper forest & jute products,paper & paper products
500103,bharat heavy electricals ltd.,bhel,bharat heavy electricals ltd.,Active,A,2,ine257a01026,capital goods,industrials,electrical equipment,heavy electrical equipment
500104,hindustan petroleum corporation ltd,hindpetro,hindustan petroleum corporation ltd.,Active,A,10,ine094a01015,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
500106,ifci ltd.,ifci,ifci ltd.,Active,A,10,ine039a01010,financial services,financial services,finance,financial institution
500108,mahanagar telephone nigam ltd.,mtnl,mahanagar telephone nigam ltd.,Active,A,10,ine153a01019,telecommunication,telecommunication,telecom - services,telecom - cellular & fixed line services
500109,mangalore refinery & petrochemicals,mrpl,mangalore refinery & petrochemicals ltd.,Active,A,10,ine103a01014,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
500110,chennai petroleum corporation ltd.,chennpetro,chennai petroleum corporation ltd.,Active,A,10,ine178a01016,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
500111,reliance capital limited,relcapital,reliance capital ltd.,Active,T,10,ine013a01015,financial services,financial services,finance,investment company
500112,state bank of india,sbin,state bank of india,Active,A,1,ine062a01020,financial services,financial services,banks,public sector bank
500113,steel authority of india ltd.,sail,steel authority of india ltd.,Active,A,10,ine114a01011,metals & mining,commodities,ferrous metals,iron & steel
500114,titan company limited,titan,titan company limited,Active,A,1,ine280a01028,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
500116,idbi bank ltd,idbi,idbi bank ltd.,Active,A,10,ine008a01015,financial services,financial services,banks,private sector bank
500117,dcw ltd.,dcw,dcw ltd.,Active,B,2,ine500a01029,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500119,dhampur sugar mills ltd.,dhampursug,dhampur sugar mills ltd.,Active,A,10,ine041a01016,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500120,diamines & chemicals ltd.,diaminesq,diamines & chemicals ltd.,Active,X,10,ine591d01014,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500123,elantas beck india ltd,elantas,elantas beck india ltd.,Active,B,10,ine280b01018,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500124,dr. reddy's laboratories ltd.,drreddy,dr.reddy's laboratories ltd.,Active,A,5,ine089a01023,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500125,e.i.d. parry (india) ltd.,eidparry,e.i.d.-parry (india) ltd.,Active,A,1,ine126a01031,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,other agricultural products
500126,procter & gamble health limited,pghl,procter & gamble health ltd,Active,A,10,ine199a01012,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500128,electrosteel castings ltd.,electcast,electrosteel castings ltd.,Active,B,1,ine086a01029,capital goods,industrials,industrial products,castings & forgings
500133,esab india ltd.,esabindia,esab india ltd.,Active,A,10,ine284a01012,capital goods,industrials,industrial products,other industrial products
500135,epl limited,epl,epl ltd,Active,A,2,ine255a01020,capital goods,industrials,industrial products,packaging
500136,ester industries ltd.,ester,ester industries ltd.,Active,B,5,ine778b01029,capital goods,industrials,industrial products,packaging
500142,fgp ltd,fgp,fgp ltd.,Active,X,10,ine512a01016,financial services,financial services,finance,non banking financial company (nbfc)
500143,p.h. capital ltd.,phcap,ph capital ltd.,Active,X,10,ine160f01013,financial services,financial services,finance,investment company
500144,finolex cables ltd.,fincables,finolex cables ltd.,Active,A,2,ine235a01022,capital goods,industrials,industrial products,cables - electricals
500147,john cockerill india limited,cockerill,john cockerill india ltd,Active,X,10,ine515a01019,capital goods,industrials,industrial manufacturing,industrial machinery
500148,uflex limited,uflex,uflex ltd.,Active,A,10,ine516a01017,capital goods,industrials,industrial products,packaging
500150,foseco india ltd,fosecoind,foseco india ltd.,Active,B,10,ine519a01011,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500151,golden tobacco ltd.,goldentobc,golden tobacco ltd.,Active,T,10,ine973a01010,realty,consumer discretionary,realty,residential commercial projects
500153,ganesh benzoplast ltd.,ganeshbe,ganesh benzoplast ltd.,Active,B,1,ine388a01029,"oil, gas & consumable fuels",energy,oil,oil storage & transportation
500159,metroglobal limited,metroglobl,metroglobal limited,Active,X,10,ine085d01033,services,services,commercial services & supplies,trading & distributors
500160,gtl ltd,gtl,gtl ltd.,Active,B,10,ine043a01012,telecommunication,telecommunication,telecom - services,other telecom services
500163,godfrey phillips india ltd.,godfryphlp,godfrey phillips india ltd.,Active,A,2,ine260b01028,fast moving consumer goods,fast moving consumer goods,cigarettes & tobacco products,cigarettes & tobacco products
500164,godrej industries ltd.,godrejind,godrej industries ltd.,Active,A,1,ine233a01035,fast moving consumer goods,fast moving consumer goods,food products,animal feed
500165,kansai nerolac paints,kansainer,kansai nerolac paints ltd.,Active,A,1,ine531a01024,consumer durables,consumer discretionary,consumer durables,paints
500166,goodricke group ltd.,goodricke,goodricke group ltd.,Active,X,10,ine300a01016,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
500168,goodyear india ltd.,goodyear,goodyear india ltd.,Active,B,10,ine533a01012,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500170,gtn industries limited,gtninds,gtn industries ltd.,Active,X,10,ine537a01013,textiles,consumer discretionary,textiles & apparels,other textile products
500171,ghcl ltd.,ghcl,ghcl ltd.,Active,A,10,ine539a01019,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500173,gfl limited,gfllimited,gfl ltd,Active,B,1,ine538a01037,financial services,financial services,finance,holding company
500174,gujarat lease financing limited,glfl,gujarat lease financing ltd.,Active,B,10,ine540a01017,financial services,financial services,finance,other financial services
500179,hcl infosystems ltd,hcl-insys,hcl infosystems ltd.,Active,B,2,ine236a01020,information technology,information technology,it - hardware,computers hardware & equipments
500180,hdfc bank ltd.,hdfcbank,hdfc bank ltd,Active,A,1,ine040a01034,financial services,financial services,banks,private sector bank
500182,hero motocorp limited,heromotoco,hero motocorp ltd.,Active,A,2,ine158a01026,automobile and auto components,consumer discretionary,automobiles,2/3 wheelers
500183,hfcl limited,hfcl,hfcl ltd,Active,A,1,ine548a01028,telecommunication,telecommunication,telecom - services,telecom - infrastructure
500184,himadri speciality chemical ltd.,hscl,himadri speciality chemical ltd,Active,A,1,ine019c01026,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500185,hindustan construction co. ltd.,hcc,hindustan construction co.ltd.,Active,A,1,ine549a01026,construction,industrials,construction,engineering designing & construction
500186,hindustan oil exploration co. ltd.,hindoilexp,hindustan oil exploration co.ltd.,Active,A,10,ine345a01011,"oil, gas & consumable fuels",energy,oil,oil exploration & production
500187,agi greenpac limited,agi,agi greenpac ltd,Active,A,2,ine415a01038,capital goods,industrials,industrial products,packaging
500188,hindustan zinc ltd.,hindzinc,hindustan zinc ltd.,Active,A,2,ine267a01025,metals & mining,commodities,non - ferrous metals,zinc
500189,nxtdigital limited,nxtdigital,nxtdigital ltd,Active,B,10,ine353a01023,"media, entertainment & publication",consumer discretionary,entertainment,tv broadcasting & software production
500191,hmt limited,hmt,hmt ltd.,Active,Z,10,ine262a01018,capital goods,industrials,industrial manufacturing,industrial machinery
500192,prag bosimi synthetics ltd.,pragbos,prag bosimi synthetics ltd.,Active,XT,10,ine962b01011,textiles,consumer discretionary,textiles & apparels,other textile products
500193,hlv limited,hlvltd,hlv ltd,Active,B,2,ine102a01024,consumer services,consumer discretionary,leisure services,hotels & resorts
500199,ig petrochemicals ltd,igpl,i g petrochemicals ltd.,Active,B,10,ine204a01010,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500201,india glycols ltd,indiaglyco,india glycols ltd.,Active,A,10,ine560a01015,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500202,india lease devl. ltd.,indlease,india lease development ltd.,Active,X,10,ine333c01013,financial services,financial services,finance,non banking financial company (nbfc)
500206,margo finance limited,margofin,margo finance limited,Active,X,10,ine680b01019,financial services,financial services,finance,non banking financial company (nbfc)
500207,indo rama synthetics (india) ltd.,indorama,indo rama synthetics (india) ltd.,Active,B,10,ine156a01020,textiles,consumer discretionary,textiles & apparels,other textile products
500209,infosys ltd,infy,infosys ltd.,Active,A,5,ine009a01021,information technology,information technology,it - software,computers - software & consulting
500210,ingersoll-rand (india) ltd.,ingerrand,ingersoll-rand (india) ltd.,Active,A,10,ine177a01018,capital goods,industrials,industrial products,compressors & pumps
500211,insilco ltd,insilco,insilco ltd.,Active,X,10,ine901a01011,metals & mining,commodities,minerals & mining,industrial minerals
500213,international travel house ltd,ithl,international travel house ltd.,Active,X,10,ine262b01016,consumer services,consumer discretionary,leisure services,tour travel related services
500214,ion exchange (india) ltd,ionexchang,ion exchange (india) ltd.,Active,A,10,ine570a01014,construction,industrials,construction,engineering designing & construction
500215,agro tech foods ltd,atfl,agro tech foods ltd.,Active,A,10,ine209a01019,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,edible oil
500219,jain irrigation systems ltd.,jisljaleqs,jain irrigation systems ltd.,Active,A,2,ine175a01038,capital goods,industrials,industrial products,plastic products - industrial
500220,jasch industries ltd.,jasch,jasch industries ltd.,Active,X,10,ine711c01010,textiles,consumer discretionary,textiles & apparels,other textile products
500223,jct ltd,jctltd,jct ltd.,Active,X,2.5,ine945a01026,textiles,consumer discretionary,textiles & apparels,other textile products
500227,jindal poly films ltd.,jindalpoly,jindal poly films ltd.,Active,A,10,ine197d01010,capital goods,industrials,industrial products,packaging
500228,jsw steel limited,jswsteel,jsw steel ltd.,Active,A,1,ine019a01038,metals & mining,commodities,ferrous metals,iron & steel
500231,umang dairies limited,umangdair,umang dairies ltd.,Active,B,5,ine864b01027,fast moving consumer goods,fast moving consumer goods,food products,dairy products
500233,kajaria ceramics ltd,kajariacer,kajaria ceramics ltd.,Active,A,1,ine217b01036,consumer durables,consumer discretionary,consumer durables,furniture home furnishing flooring
500234,kakatiya cement sugar & industries ltd.,kakatcem,kakatiya cement sugar & industries ltd.,Active,B,10,ine437b01014,construction materials,commodities,cement & cement products,cement & cement products
500235,kalyani steels ltd,ksl,kalyani steels ltd.,Active,A,5,ine907a01026,metals & mining,commodities,ferrous metals,iron & steel
500236,kanel industries limited,kanelind,kanel industries limited,Active,XT,10,ine252c01015,services,services,commercial services & supplies,trading & distributors
500238,whirlpool of india ltd,whirlpool,whirlpool of india ltd.,Active,A,10,ine716a01013,consumer durables,consumer discretionary,consumer durables,household appliances
500239,k.g.denim ltd,kgdenim,kg denim ltd.,Active,X,10,ine104a01012,textiles,consumer discretionary,textiles & apparels,other textile products
500240,kinetic engineering ltd.,kineticeng,kinetic engineering ltd.,Active,X,10,ine266b01017,automobile and auto components,consumer discretionary,auto components,auto components & equipments
500241,kirloskar brothers ltd.,kirlosbros,kirloskar brothers ltd.,Active,A,2,ine732a01036,capital goods,industrials,industrial products,compressors & pumps
500243,kirloskar industries ltd,kirlosind,kirloskar industries ltd,Active,B,10,ine250a01039,capital goods,industrials,industrial products,castings & forgings
500245,kirloskar ferrous industries ltd.,kirlfer,kirloskar ferrous industries ltd.,Active,A,5,ine884b01025,metals & mining,commodities,ferrous metals,pig iron
500246,envair electrodyne ltd.,envairel,envair electrodyne ltd.,Active,X,10,ine601c01013,capital goods,industrials,industrial manufacturing,industrial machinery
500247,kotak mahindra bank ltd.,kotakbank,kotak mahindra bank ltd.,Active,A,5,ine237a01028,financial services,financial services,banks,private sector bank
500248,krishna filament industries limited,krifilind,krishna filament industries ltd,Active,XT,10,ine073a01019,capital goods,industrials,industrial products,plastic products - industrial
500249,ksb limited,ksb,ksb ltd,Active,A,10,ine999a01015,capital goods,industrials,industrial products,compressors & pumps
500250,l.g.balkrishnan & bros. ltd.,lgbbrosltd,l.g.balakrishnan & bros.ltd.,Active,A,10,ine337a01034,automobile and auto components,consumer discretionary,auto components,auto components & equipments
500251,trent ltd [lakme ltd],trent,trent ltd.,Active,A,1,ine849a01020,consumer services,consumer discretionary,retailing,speciality retail
500252,lakshmi machine works ltd.,laxmimach,lakshmi machine works ltd.,Active,A,10,ine269b01029,capital goods,industrials,industrial manufacturing,industrial machinery
500253,lic housing finance ltd.,lichsgfin,lic housing finance ltd.,Active,A,2,ine115a01026,financial services,financial services,finance,housing finance company
500257,lupin ltd,lupin,lupin ltd.,Active,A,2,ine326a01037,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500259,lyka labs ltd.,lykalabs,lyka labs ltd.,Active,B,10,ine933a01014,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500260,the ramco cements limited,ramcocem,the ramco cements limited,Active,A,1,ine331a01037,construction materials,commodities,cement & cement products,cement & cement products
500264,mafatlal industries ltd.,mafatind,mafatlal industries ltd.,Active,X,10,ine270b01027,textiles,consumer discretionary,textiles & apparels,other textile products
500265,maharashtra seamless ltd.,mahseamles,maharashtra seamless ltd.,Active,A,5,ine271b01025,capital goods,industrials,industrial products,iron & steel products
500266,maharashtra scooters ltd.,mahscooter,maharashtra scooters ltd.,Active,A,10,ine288a01013,financial services,financial services,finance,investment company
500267,majestic auto ltd.,majesaut,majestic auto ltd.,Active,X,10,ine201b01022,services,services,commercial services & supplies,diversified commercial services
500268,manali petrochemicals ltd.,manalipetc,manali petrochemical ltd.,Active,B,5,ine201a01024,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500270,baroda rayon corpn. ltd.,barodary,baroda rayon corporation ltd.,Active,XT,10,ine461a01024,textiles,consumer discretionary,textiles & apparels,other textile products
500271,max financial services limited,mfsl,max financial services ltd,Active,A,2,ine180a01020,financial services,financial services,insurance,life insurance
500277,mid india industries limited,midindia,mid india industries ltd.,Active,XT,10,ine401c01018,textiles,consumer discretionary,textiles & apparels,other textile products
500279,mirc electronics ltd,mircelectr,mirc electronics ltd.,Active,B,1,ine831a01028,consumer durables,consumer discretionary,consumer durables,consumer electronics
500280,century enka ltd.,centenka,century enka ltd.,Active,B,10,ine485a01015,textiles,consumer discretionary,textiles & apparels,other textile products
500284,lords chloro alkali ltd,lordschlo,lords chloro alkali ltd.,Active,XT,10,ine846d01012,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500285,spicejet limited,spicejet,spicejet ltd.,Active,A,10,ine285b01017,services,services,transport services,airline
500288,morepen laboratories ltd.,morepenlab,morepen laboratories ltd.,Active,A,2,ine083a01026,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500290,m.r.f. ltd.,mrf,mrf ltd.,Active,A,10,ine883a01011,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500292,heidelbergcement india limited,heidelberg,heidelbergcement india ltd.,Active,A,10,ine578a01017,construction materials,commodities,cement & cement products,cement & cement products
500294,ncc limited,ncc,ncc limited,Active,A,2,ine868b01028,construction,industrials,construction,civil construction
500295,vedanta limited,vedl,vedanta limited,Active,A,1,ine205a01025,metals & mining,commodities,diversified metals,diversified metals
500296,nahar spinning mills ltd.,naharsping,nahar spinning mills ltd.,Active,B,5,ine290a01027,textiles,consumer discretionary,textiles & apparels,other textile products
500298,national peroxide ltd.,natperox,national peroxide ltd.,Active,B,10,ine585a01020,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500300,grasim industries ltd.,grasim,grasim industries ltd.,Active,A,2,ine047a01021,construction materials,commodities,cement & cement products,cement & cement products
500302,piramal enterprises limited,pel,piramal enterprises ltd.,Active,A,2,ine140a01024,financial services,financial services,finance,other financial services
500304,niit ltd.,niitltd,niit ltd.,Active,A,2,ine161a01038,consumer services,consumer discretionary,other consumer services,education
500306,jaykay enterprises limited,jaykay,jaykay enterprises ltd.,Active,X,1,ine903a01025,financial services,financial services,capital markets,depositories clearing houses and other intermediaries
500307,nirlon limited,nirlon,nirlon ltd.,Active,B,10,ine910a01012,services,services,commercial services & supplies,diversified commercial services
500312,oil and natural gas corporation ltd,ongc,oil and natural gas corporation ltd,Active,A,5,ine213a01029,"oil, gas & consumable fuels",energy,oil,oil exploration & production
500313,oil country tubular ltd.,oilcountub,oil country tubular ltd.,Active,T,10,ine591a01010,"oil, gas & consumable fuels",energy,oil,oil equipment & services
500314,oriental hotels ltd.,orienthot,oriental hotels ltd.,Active,B,1,ine750a01020,consumer services,consumer discretionary,leisure services,hotels & resorts
500317,oswal agro mills ltd.,oswalagro,oswal agro mills ltd.,Active,B,10,ine142a01012,services,services,commercial services & supplies,trading & distributors
500319,indian sucrose ltd.,indsucr,indian sucrose ltd.,Active,X,10,ine557c01017,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500325,reliance industries ltd,reliance,reliance industries ltd.,Active,A,10,ine002a01018,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
500327,pil italica lifestyle limited,pilita,pil italica lifestyle ltd,Active,B,1,ine600a01035,consumer durables,consumer discretionary,consumer durables,plastic products - consumer
500330,raymond limited,raymond,raymond ltd.,Active,A,10,ine301a01014,textiles,consumer discretionary,textiles & apparels,garments & apparels
500331,pidilite industries ltd.,pidilitind,pidilite industries ltd.,Active,A,1,ine318a01026,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500333,pix transmissions ltd.,pixtrans,pix transmissions ltd.,Active,B,10,ine751b01018,capital goods,industrials,industrial products,rubber
500335,birla corporation ltd.,birlacorpn,birla corporation ltd.,Active,A,10,ine340a01012,construction materials,commodities,cement & cement products,cement & cement products
500336,surya roshni ltd.,suryarosni,surya roshni ltd.,Active,A,10,ine335a01012,capital goods,industrials,industrial products,iron & steel products
500337,prime securities ltd.,primesecu,prime securities ltd.,Active,B,5,ine032b01021,financial services,financial services,finance,other financial services
500338,prism johnson limited.,prsmjohnsn,prism johnson ltd,Active,A,10,ine010a01011,construction materials,commodities,cement & cement products,cement & cement products
500339,rain industries limited,rain,rain industries ltd,Active,A,2,ine855b01025,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500343,amj land holdings limited,amjland,amj land holdings ltd,Active,B,2,ine606a01024,realty,consumer discretionary,realty,residential commercial projects
500346,punjab communications limited,punjcommu,punjab communications ltd.,Active,B,10,ine609a01010,telecommunication,telecommunication,telecom - equipment & accessories,telecom - equipment & accessories
500350,rswm limited,rswm,rswm ltd.,Active,B,10,ine611a01016,textiles,consumer discretionary,textiles & apparels,other textile products
500354,rajshree sugars & chemicals ltd.,rajsreesug,rajshree sugars & chemicals ltd.,Active,B,10,ine562b01019,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500355,rallis india ltd,rallis,rallis india ltd.,Active,A,1,ine613a01020,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
500356,shree rama newsprint limited,ramanews,shree rama newsprint ltd.,Active,B,10,ine278b01020,forest materials,commodities,paper forest & jute products,paper & paper products
500357,rama paper mills limited,ramappr-b,rama paper mills ltd.,Active,X,10,ine425e01013,forest materials,commodities,paper forest & jute products,paper & paper products
500358,rama petrochemicals ltd,ramapetro,rama petrochemicals ltd.,Active,XT,10,ine783a01013,financial services,financial services,finance,non banking financial company (nbfc)
500360,rapicut carbides ltd.,rapicut,rapicut carbides ltd.,Active,X,10,ine350d01015,capital goods,industrials,industrial manufacturing,industrial machinery
500365,welspun specialty solutions limited,welsplsol,welspun specialty solutions ltd,Active,X,6,ine731f01037,capital goods,industrials,industrial products,iron & steel products
500366,rolta india ltd.,rolta,rolta india ltd.,Active,B,10,ine293a01013,information technology,information technology,it - services,it enabled services
500367,rubfila international ltd.,rubfila,rubfila international ltd.,Active,X,5,ine642c01025,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500368,ruchi soya industries ltd.,ruchisoya,ruchi soya industries ltd.,Active,T,2,ine619a01035,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,edible oil
500370,salora international limited,saloraintl,salora international ltd.,Active,X,10,ine924a01013,services,services,commercial services & supplies,trading & distributors
500378,jindal saw ltd.,jindalsaw,jindal saw ltd.,Active,A,2,ine324a01024,capital goods,industrials,industrial products,iron & steel products
500380,jk lakshmi cement limited,jklakshmi,jk lakshmi cement ltd.,Active,A,5,ine786a01032,construction materials,commodities,cement & cement products,cement & cement products
500387,shree cements ltd.,shreecem,shree cement ltd.,Active,A,10,ine070a01015,construction materials,commodities,cement & cement products,cement & cement products
500388,shree krishna paper mills & industr,skpmil,shree krishna paper mills & industries ltd.,Active,XT,10,ine970c01012,forest materials,commodities,paper forest & jute products,paper & paper products
500390,reliance infrastructure ltd,relinfra,reliance infrastructure ltd.,Active,B,10,ine036a01016,power,utilities,power,electric utilities
500400,tata power co. ltd,tatapower,tata power co.ltd.,Active,A,1,ine245a01021,power,utilities,power,electric utilities
500402,spml infra limited,spmlinfra,spml infra limited,Active,B,2,ine937a01023,construction,industrials,construction,civil construction
500403,sundram fasteners ltd.,sundrmfast,sundram fasteners ltd.,Active,A,1,ine387a01021,automobile and auto components,consumer discretionary,auto components,fastener
500404,sunflag iron & steel co. ltd.,sunflag,sunflag iron & steel co.ltd.,Active,A,10,ine947a01014,metals & mining,commodities,ferrous metals,iron & steel
500405,supreme petrochem ltd.,splpetro,supreme petrochem ltd.,Active,A,4,ine663a01025,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500407,swaraj engines ltd.,swarajeng,swaraj engines ltd.,Active,A,10,ine277a01016,capital goods,industrials,industrial products,diesel engines
500408,tata elxsi ltd,tataelxsi,tata elxsi ltd.,Active,A,10,ine670a01012,information technology,information technology,it - software,computers - software & consulting
500410,acc ltd,acc,acc ltd.,Active,A,10,ine012a01025,construction materials,commodities,cement & cement products,cement & cement products
