security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
542155,diksha greens limited,dgl,diksha greens ltd,Active,MT,10,ine01gr01018,services,services,commercial services & supplies,trading & distributors
542176,aryan share & stock brokers ltd.,aryan,aryan share and stock brokers ltd,Active,X,10,ine016x01010,financial services,financial services,finance,other financial services
542206,nivaka fashions limited,nivaka,nivaka fashions ltd,Active,XT,1,ine139e01028,textiles,consumer discretionary,textiles & apparels,trading - textile products
542216,dalmia bharat limited,dalbharat,dalmia bharat ltd,Active,A,2,ine00r701025,construction materials,commodities,cement & cement products,cement & cement products
542230,aditya birla sun life mutual fund,abslnn50et,aditya birla sun life nifty next 50 etf,Active,B,1,inf209kb16d7,others,others,-,-
542231,nila spaces ltd,nilaspaces,nila spaces ltd,Active,B,1,ine00s901012,realty,consumer discretionary,realty,residential commercial projects
542232,shankar lal rampal dye-chem limited,srd,shankar lal rampal dye-chem ltd,Active,T,10,ine01ne01012,chemicals,commodities,chemicals & petrochemicals,trading - chemicals
542233,trejhara solutions limited,trejhara,trejhara solutions ltd,Active,B,10,ine00ca01015,information technology,information technology,it - software,computers - software & consulting
542244,axis mutual fund,axisccdid,axis capital builder fund - series 4 (1582 days) -,Active,B,10,inf846k01k76,others,others,-,-
542245,axis mutual fund,axisccdgg,axis capital builder fund - series 4 (1582 days) -direct plan - growth option,Active,B,10,inf846k01k68,others,others,-,-
542246,axis mutual fund,axisccdpd,axis capital builder fund - series 4 (1582 days) -regular plan - dividend payout option,Active,B,10,inf846k01k92,others,others,-,-
542247,axis mutual fund,axisccgpg,axis capital builder fund - series 4 (1582 days) - regular plan - growth option,Active,B,10,inf846k01k84,others,others,-,-
542248,deccan health care limited,deccan,deccan health care ltd,Active,M,10,ine452w01019,healthcare,healthcare,healthcare services,healthcare service provider
542285,axita cotton limited,axita,axita cotton ltd,Active,B,10,ine02ez01014,textiles,consumer discretionary,textiles & apparels,other textile products
542323,kpi green energy limited,kpigreen,kpi green energy ltd,Active,B,10,ine542w01017,power,utilities,power,electric utilities
542332,hi-klass trading and investment limited,hiklass,hi-klass trading and investment ltd,Active,XT,5,ine302r01024,financial services,financial services,finance,other financial services
542333,rpsg ventures limited,rpsgvent,rpsg ventures ltd,Active,A,10,ine425y01011,services,services,commercial services & supplies,business process outsourcing (bpo)/ knowledge process outsourcing (kpo)
542337,spencer's retail limited,spencer,spencers retail ltd,Active,B,5,ine020801028,consumer services,consumer discretionary,retailing,diversified retail
542351,gloster ltd,glosterltd,gloster ltd,Active,X,10,ine350z01018,forest materials,commodities,paper forest & jute products,jute & jute products
542367,xelpmoc design and tech limited,xelpmoc,xelpmoc design and tech ltd,Active,B,10,ine01p501012,information technology,information technology,it - software,software products
542376,spa capital services limited,spacaps,spa capital services ltd,Active,XT,10,ine726x01014,financial services,financial services,finance,other financial services
542377,aar shyam india investment company limited,aarshyam,aar shyam india investment company ltd,Active,XT,10,ine512r01010,financial services,financial services,finance,non banking financial company (nbfc)
542383,ritco logistics limited,ritco,ritco logistics ltd,Active,B,10,ine01eg01016,services,services,transport services,logistics solution provider
542399,chalet hotels limited,chalet,chalet hotels ltd,Active,A,10,ine427f01016,consumer services,consumer discretionary,leisure services,hotels & resorts
542437,anmol india limited,anmol,anmol india ltd,Active,B,10,ine02ar01019,"oil, gas & consumable fuels",energy,consumable fuels,coal
542446,jonjua overseas limited,jonjua,jonjua overseas ltd,Active,M,10,ine793z01027,services,services,commercial services & supplies,consulting services
542459,kranti industries limited,kranti,kranti industries ltd,Active,B,10,ine911t01010,automobile and auto components,consumer discretionary,auto components,auto components & equipments
542460,the anup engineering ltd,anup,the anup engineering ltd,Active,B,10,ine294z01018,capital goods,industrials,industrial manufacturing,industrial equipments
542484,arvind fashions limited,arvindfasn,arvind fashions ltd,Active,A,4,ine955v01021,consumer services,consumer discretionary,retailing,speciality retail
542513,uti mutual fund,utisxn50,uti s&p bse sensex next 50 etf,Active,B,1,inf789f1auu3,others,others,-,-
542544,jyot international marketing limited,jyotin,jyot international marketing ltd,Active,XT,10,ine043r01016,financial services,financial services,finance,other financial services
542579,ashapuri gold ornament limited,agol,ashapuri gold ornament ltd,Active,B,10,ine05fr01011,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
542580,aartech solonics limited,aartech,aartech solonics ltd,Active,M,10,ine01c001018,capital goods,industrials,electrical equipment,heavy electrical equipment
542592,humming bird education limited,hbel,humming bird education ltd,Active,M,10,ine02pc01019,consumer services,consumer discretionary,other consumer services,education
542597,mstc limited,mstc,mstc ltd,Active,A,10,ine255x01014,services,services,commercial services & supplies,trading & distributors
542599,roopshri resorts limited,roopshri,roopshri resorts ltd,Active,MT,10,ine03wt01017,consumer services,consumer discretionary,leisure services,hotels & resorts
542627,chandni machines limited,chandnimach,chandni machines ltd,Active,X,10,ine01gz01011,services,services,commercial services & supplies,trading & distributors
542628,northern spirits limited,nsl,northern spirits ltd,Active,M,10,ine01bl01012,services,services,commercial services & supplies,trading & distributors
542649,rail vikas nigam limited,rvnl,rail vikas nigam ltd,Active,A,10,ine415g01027,construction,industrials,construction,engineering designing & construction
542650,metropolis healthcare limited,metropolis,metropolis healthcare ltd,Active,A,2,ine112l01020,healthcare,healthcare,healthcare services,healthcare service provider
542651,kpit technologies ltd,kpittech,kpit technologies ltd,Active,A,10,ine04i401011,information technology,information technology,it - software,computers - software & consulting
542652,polycab india limited,polycab,polycab india ltd,Active,A,10,ine455k01017,capital goods,industrials,industrial products,cables - electricals
542654,v r films & studios limited,vrfilms,v r films & studios ltd,Active,M,10,ine06lg01010,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
542655,vikas lifecare limited,vikaslife,vikas lifecare ltd,Active,T,1,ine161l01027,services,services,commercial services & supplies,trading & distributors
542665,neogen chemicals limited,neogen,neogen chemicals ltd,Active,B,10,ine136s01016,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
542666,g. k. p. printing & packaging limited,gkp,g. k. p. printing & packaging ltd,Active,B,10,ine05qj01015,capital goods,industrials,industrial products,packaging
542667,white organic retail limited,worl,white organic retail ltd,Active,B,10,ine06cg01019,services,services,commercial services & supplies,trading & distributors
542668,evans electric limited,evans,evans electric ltd,Active,M,10,ine06td01010,services,services,commercial services & supplies,diversified commercial services
542669,bmw industries limited,bmw,bmw industries ltd,Active,X,1,ine374e01021,capital goods,industrials,industrial products,iron & steel products
542670,artemis electricals and projects limited,aepl,artemis electricals and projects ltd,Active,B,10,ine757t01017,capital goods,industrials,electrical equipment,other electrical equipment
542677,mahesh developers limited,mahesh,mahesh developers ltd,Active,X,10,ine01mo01013,realty,consumer discretionary,realty,residential commercial projects
542678,cian healthcare limited,chcl,cian healthcare ltd,Active,M,10,ine05bn01019,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
542679,dhanashree electronics limited,del,dhanashree electronics ltd,Active,X,10,ine413f01016,capital goods,industrials,electrical equipment,other electrical equipment
542682,harish textile engineers limited,harish,harish textile engineers ltd,Active,X,10,ine01k301012,capital goods,industrials,industrial manufacturing,industrial machinery
542684,prakash pipes limited,ppl,prakash pipes ltd,Active,B,10,ine050001010,capital goods,industrials,industrial products,plastic products - industrial
542685,digicontent limited,dgcontent,digicontent ltd,Active,B,2,ine03ji01017,"media, entertainment & publication",consumer discretionary,media,advertising & media agencies
542694,parshva enterprises limited,parshva,parshva enterprises ltd,Active,T,10,ine05mv01019,services,services,commercial services & supplies,trading & distributors
542721,anand rayons limited,arl,anand rayons ltd,Active,B,10,ine02ga01012,textiles,consumer discretionary,textiles & apparels,trading - textile products
542724,earum pharmaceuticals limited,earum,earum pharmaceuticals ltd,Active,B,2,ine060601023,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
542725,sbc exports limited,sbc,sbc exports ltd,Active,B,1,ine04ak01028,services,services,commercial services & supplies,diversified commercial services
542726,indiamart intermesh limited,indiamart,indiamart intermesh ltd,Active,A,10,ine933s01016,consumer services,consumer discretionary,retailing,internet & catalogue retail
542727,city pulse multiplex limited,cpml,city pulse multiplex ltd,Active,M,10,ine056001014,consumer services,consumer discretionary,retailing,speciality retail
542728,sk international export limited,skiel,sk international export ltd,Active,M,10,ine04st01013,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
542729,dcm nouvelle limited,dcmnvl,dcm nouvelle ltd,Active,B,10,ine08kp01019,textiles,consumer discretionary,textiles & apparels,other textile products
542730,icici prudential mutual fund,icicibankn,icici prudential bank etf,Active,B,10,inf109kc1e27,others,others,-,-
542747,nippon india mutual fund,snxt50bees,nippon india etf sensex next 50,Active,A,10,inf204kb15d0,others,others,-,-
542752,affle (india) limited,affle,affle (india) ltd,Active,A,2,ine00wc01027,information technology,information technology,it - services,it enabled services
542753,seacoast shipping services limited,seacoast,seacoast shipping services ltd,Active,X,1,ine277t01024,services,services,transport services,logistics solution provider
542758,icici prudential mutual fund,icicibankp,icici prudential private banks etf,Active,B,10,inf109kc1e35,others,others,-,-
542759,spandana sphoorty financial limited,spandana,spandana sphoorty financial ltd,Active,A,10,ine572j01011,financial services,financial services,finance,non banking financial company (nbfc)
542760,sterling and wilson renewable energy limited,swsolar,sterling and wilson renewable energy ltd,Active,A,1,ine00m201021,construction,industrials,construction,engineering designing & construction
542770,alphalogic techsys limited,alphalogic,alphalogic techsys ltd,Active,B,5,ine08e401029,information technology,information technology,it - software,computers - software & consulting
542771,novateor research laboratories limited,novateor,novateor research laboratories ltd,Active,M,10,ine08jy01013,fast moving consumer goods,fast moving consumer goods,personal products,personal care
542772,iifl wealth management limited,iiflwam,iifl wealth management ltd,Active,A,2,ine466l01020,financial services,financial services,finance,other financial services
542773,iifl securities limited,iiflsec,iifl securities ltd,Active,A,2,ine489l01022,financial services,financial services,capital markets,stockbroking & allied
542774,apm finvest limited,apmfinvest,apm finvest ltd,Active,X,2,ine08kj01012,financial services,financial services,finance,non banking financial company (nbfc)
542801,misquita engineering limited,misquita,misquita engineering ltd,Active,M,10,ine957w01025,capital goods,industrials,industrial manufacturing,industrial machinery
542802,galactico corporate services limited,galactico,galactico corporate services ltd,Active,T,1,ine906y01028,diversified,diversified,diversified,diversified
542803,ellora trading limited,elloratrad,ellora trading ltd,Active,XT,10,ine560t01015,services,services,commercial services & supplies,trading & distributors
542804,nippon india mutual fund,niesspj,nippon india equity savings fund - segregated portfolio 1 - dividend plandividend payout,Active,B,10,inf204kb12f2,others,others,-,-
542805,nippon india mutual fund,niesspi,nippon india equity savings fund - segregated portfolio 1 - direct quarterly dividend plan reinvestment,Active,B,10,inf204kb13e3,others,others,-,-
542806,nippon india mutual fund,niesspb,nippon india equity savings fund - segregated portfolio 1 - direct bonus plan bonus,Active,B,10,inf204kb10e9,others,others,-,-
542807,nippon india mutual fund,niesspo,nippon india equity savings fund - segregated portfolio 1 - quarterly dividend plandividend payout,Active,B,10,inf204kb10f6,others,others,-,-
542808,nippon india mutual fund,niesspc,nippon india equity savings fund - segregated portfolio 1 - direct dividend plan dividend payout,Active,B,10,inf204kb14e1,others,others,-,-
542809,nippon india mutual fund,niesspp,nippon india equity savings fund - segregated portfolio 1 - quarterly dividend plan reinvestment,Active,B,10,inf204kb11f4,others,others,-,-
542810,nippon india mutual fund,niesspa,nippon india equity savings fund - segregated portfolio 1 - bonus planbonus,Active,B,10,inf204kb18e2,others,others,-,-
542811,nippon india mutual fund,niesspg,nippon india equity savings fund - segregated portfolio 1 - direct monthly dividend plan reinvestment,Active,B,10,inf204kb17e4,others,others,-,-
542812,gujarat fluorochemicals limited,fluorochem,gujarat fluorochemicals ltd,Active,A,1,ine09n301011,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
542813,nippon india mutual fund,niehspa,nippon india equity hybrid fund - segregated portfolio 1- direct dividend plan reinvestment,Active,B,10,inf204kb10g4,others,others,-,-
542814,nippon india mutual fund,niehspb,nippon india equity hybrid fund - segregated portfolio 1 - direct monthly dividend plan dividend payout,Active,B,10,inf204kb11g2,others,others,-,-
542815,nippon india mutual fund,niehspc,nippon india equity hybrid fund - segregated portfolio 1 - direct monthly dividend plan reinvestment,Active,B,10,inf204kb12g0,others,others,-,-
542816,nippon india mutual fund,niehspf,nippon india equity hybrid fund - segregated portfolio 1 - quarterly dividend plan reinvestment,Active,B,10,inf204kb15g3,others,others,-,-
542817,nippon india mutual fund,niehspi,nippon india equity hybrid fund - segregated portfolio 1 - direct quarterly dividend plan dividend payout,Active,B,10,inf204kb17f1,others,others,-,-
542818,nippon india mutual fund,niehspk,nippon india equity hybrid fund - segregated portfolio 1 - direct quarterly dividend plan reinvestment,Active,B,10,inf204kb18f9,others,others,-,-
542819,nippon india mutual fund,niehspm,nippon india equity hybrid fund - segregated portfolio 1 - direct dividend plan dividend payout,Active,B,10,inf204kb19f7,others,others,-,-
542820,nippon india mutual fund,niehspn,nippon india equity hybrid fund - segregated portfolio 1 - monthly dividend plan reinvestment,Active,B,10,inf204kb19g5,others,others,-,-
542830,indian railway catering & tourism corporation ltd,irctc,indian railway catering and tourism corporation ltd,Active,A,2,ine335y01020,consumer services,consumer discretionary,leisure services,tour travel related services
542836,nippon india mutual fund,niesspd,nippon india equity savings fund - segregated portfolio 1 - direct dividend plan reinvestment,Active,B,10,inf204kb15e8,others,others,-,-
542837,nippon india mutual fund,niesspe,nippon india equity savings fund - segregated portfolio 1 - direct growth plan growth,Active,B,10,inf204kb11e7,others,others,-,-
542838,nippon india mutual fund,niesspf,nippon india equity savings fund - segregated portfolio 1 - direct monthly dividend plan dividend payout,Active,B,10,inf204kb16e6,others,others,-,-
542839,nippon india mutual fund,niehspd,nippon india equity hybrid fund - segregated portfolio 1 - growth plan growth,Active,B,10,inf204kb13g8,others,others,-,-
542840,nippon india mutual fund,niessph,nippon india equity savings fund - segregated portfolio 1 - direct quarterly dividend plan dividend payout,Active,B,10,inf204kb12e5,others,others,-,-
542841,nippon india mutual fund,niehspe,nippon india equity hybrid fund - segregated portfolio 1 - quarterly dividend plan dividend payout,Active,B,10,inf204kb14g6,others,others,-,-
542842,nippon india mutual fund,niesspk,nippon india equity savings fund - segregated portfolio 1 - dividend plan reinvestment,Active,B,10,inf204kb13f0,others,others,-,-
542843,nippon india mutual fund,niehspg,nippon india equity hybrid fund - segregated portfolio 1 - direct growth plan growth,Active,B,10,inf204kb16f3,others,others,-,-
542844,nippon india mutual fund,niehsph,nippon india equity hybrid fund - segregated portfolio 1 - dividend plan dividend payout,Active,B,10,inf204kb16g1,others,others,-,-
542845,nippon india mutual fund,niehspj,nippon india equity hybrid fund - segregated portfolio 1 - dividend plan reinvestment,Active,B,10,inf204kb17g9,others,others,-,-
542846,nippon india mutual fund,niehspl,nippon india equity hybrid fund - segregated portfolio 1 - monthly dividend plan dividend payout,Active,B,10,inf204kb18g7,others,others,-,-
542847,nippon india mutual fund,niesspl,nippon india equity savings fund - segregated portfolio 1 - growth plan growth,Active,B,10,inf204kb19e0,others,others,-,-
542848,nippon india mutual fund,niesspm,nippon india equity savings fund - segregated portfolio 1 - monthly dividend plandividend payout,Active,B,10,inf204kb14f8,others,others,-,-
542849,nippon india mutual fund,niesspn,nippon india equity savings fund - segregated portfolio 1 - monthly dividend plan reinvestment,Active,B,10,inf204kb15f5,others,others,-,-
542850,goblin india limited,goblin,goblin india ltd,Active,M,10,ine492z01018,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
542851,gensol engineering limited,gensol,gensol engineering ltd,Active,M,10,ine06h201014,services,services,commercial services & supplies,consulting services
542852,vishwaraj sugar industries limited,vishwaraj,vishwaraj sugar industries ltd,Active,B,2,ine430n01022,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
542857,greenpanel industries limited,greenpanel,greenpanel industries ltd,Active,A,1,ine08zm01014,consumer durables,consumer discretionary,consumer durables,plywood boards/ laminates
542862,shahlon silk industries limited,shahlon,shahlon silk industries ltd,Active,X,2,ine052001026,textiles,consumer discretionary,textiles & apparels,other textile products
542863,aditya birla sun life mutual fund,abslbanetf,aditya birla sun life banking etf,Active,B,1,inf209kb17d5,others,others,-,-
542864,mount housing and infrastructure limited,mount,mount housing and infrastructure ltd,Active,XT,10,ine444x01014,realty,consumer discretionary,realty,residential commercial projects
542865,anuroop packaging limited,anuroop,anuroop packaging ltd,Active,M,10,ine490z01012,capital goods,industrials,industrial products,packaging
542867,csb bank limited,csbbank,csb bank ltd,Active,A,10,ine679a01013,financial services,financial services,banks,private sector bank
542904,ujjivan small finance bank limited,ujjivansfb,ujjivan small finance bank ltd,Active,A,10,ine551w01018,financial services,financial services,banks,other bank
542905,hindware home innovation limited,hindwareap,hindware home innovation ltd,Active,A,2,ine05an01011,consumer durables,consumer discretionary,consumer durables,household appliances
542906,easun capital markets limited,easun,easun capital markets ltd,Active,XT,10,ine771c01014,financial services,financial services,finance,non banking financial company (nbfc)
542907,prince pipes and fittings limited,princepipe,prince pipes and fittings ltd,Active,A,10,ine689w01016,capital goods,industrials,industrial products,plastic products - industrial
542911,assam entrade limited,assament,assam entrade ltd,Active,XT,10,ine165g01010,financial services,financial services,finance,non banking financial company (nbfc)
542918,gian life care limited,gianlife,gian life care ltd,Active,M,10,ine063601012,healthcare,healthcare,healthcare services,healthcare service provider
542919,artemis medicare services limited,artemismed,artemis medicare services ltd,Active,B,1,ine025r01021,healthcare,healthcare,healthcare services,hospital
542920,sumitomo chemical india limited,sumichem,sumitomo chemical india ltd,Active,A,10,ine258g01013,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
542921,icici prudential mutual fund,icicim150,icici prudential midcap 150 etf,Active,B,10,inf109kc1g82,others,others,-,-
542922,mirae asset mutual fund,manxt50etf,mirae asset nifty next 50 etf (manxt50etf),Active,B,275,inf769k01fn2,others,others,-,-
542924,janus corporation limited,januscorp,janus corporation ltd,Active,M,10,ine04ov01018,diversified,diversified,diversified,diversified
542931,vardhan capital & finance limited,vardhancfl,vardhan capital & finance ltd,Active,XT,10,ine128g01018,financial services,financial services,finance,non banking financial company (nbfc)
542933,universus photo imagings limited,univphoto,universus photo imagings ltd,Active,B,10,ine03v001013,fast moving consumer goods,fast moving consumer goods,household products,photographic products
542934,chandra bhagat pharma limited,cbpl,chandra bhagat pharma ltd,Active,M,10,ine07qq01016,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
542935,icl organic dairy products limited,iclorganic,icl organic dairy products ltd,Active,MT,10,ine0au701018,fast moving consumer goods,fast moving consumer goods,food products,packaged foods
542938,octavius plantations limited,octaviuspl,octavius plantations ltd,Active,X,10,ine117s01016,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
543064,suven pharmaceuticals limited,suvenphar,suven pharmaceuticals ltd,Active,A,1,ine03qk01018,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
543065,sm auto stamping limited,smauto,sm auto stamping ltd,Active,M,10,ine0c4i01011,capital goods,industrials,industrial manufacturing,industrial equipments
543066,sbi cards and payment services limited,sbicard,sbi cards and payment services ltd,Active,A,10,ine018e01016,financial services,financial services,finance,non banking financial company (nbfc)
543144,nippon india mutual fund,08mpd,nippon india equity savings fund - segregated portfolio 2 - monthly dividend plan(issue price: 0.01),Active,B,10,inf204kb11t5,others,others,-,-
543145,nippon india mutual fund,08adr,nippon india equity savings fund - segregated portfolio 2 - direct dividend plan(issue price: 0.01),Active,B,10,inf204kb12s5,others,others,-,-
543146,nippon india mutual fund,08mpr,nippon india equity savings fund - segregated portfolio 2 - monthly dividend plan(issue price: 0.01),Active,B,10,inf204kb12t3,others,others,-,-
543147,nippon india mutual fund,08amd,nippon india equity savings fund - segregated portfolio 2 - direct monthly dividend plan(issue price: 0.01),Active,B,10,inf204kb13s3,others,others,-,-
543148,nippon india mutual fund,08amr,nippon india equity savings fund - segregated portfolio 2 - direct monthly dividend plan(issue price: 0.01),Active,B,10,inf204kb14s1,others,others,-,-
543149,nippon india mutual fund,08bpb,nippon india equity savings fund - segregated portfolio 2 - bonus plan(issue price: 0.01),Active,B,10,inf204kb15s8,others,others,-,-
543150,nippon india mutual fund,08gpg,nippon india equity savings fund - segregated portfolio 2 - growth plan(issue price: 0.01),Active,B,10,inf204kb16s6,others,others,-,-
543151,nippon india mutual fund,08abb,nippon india equity savings fund - segregated portfolio 2 - direct bonus plan(issue price: 0.01),Active,B,10,inf204kb17r6,others,others,-,-
543152,nippon india mutual fund,08qpd,nippon india equity savings fund - segregated portfolio 2 - quarterly dividend plan(issue price: 0.01),Active,B,10,inf204kb17s4,others,others,-,-
543153,nippon india mutual fund,08agg,nippon india equity savings fund - segregated portfolio 2 - direct growth plan(issue price: 0.01),Active,B,10,inf204kb18r4,others,others,-,-
543154,nippon india mutual fund,08qpr,nippon india equity savings fund - segregated portfolio 2 - quarterly dividend plan(issue price: 0.01),Active,B,10,inf204kb18s2,others,others,-,-
543155,nippon india mutual fund,08aqd,nippon india equity savings fund - segregated portfolio 2 - direct quarterly dividend plan(issue price: 0.01),Active,B,10,inf204kb19r2,others,others,-,-
543156,nippon india mutual fund,08dpd,nippon india equity savings fund - segregated portfolio 2 - dividend plan(issue price: 0.01),Active,B,10,inf204kb19s0,others,others,-,-
543168,nippon india mutual fund,08aqr,nippon india equity savings fund - segregated portfolio 2 - direct quarterly dividend plan(issue price: 0.01),Active,B,10,inf204kb10s9,others,others,-,-
543169,nippon india mutual fund,08dpr,nippon india equity savings fund - segregated portfolio 2 - dividend plan(issue price: 0.01),Active,B,10,inf204kb10t7,others,others,-,-
543170,nippon india mutual fund,08add,nippon india equity savings fund - segregated portfolio 2 - direct dividend plan(issue price: 0.01),Active,B,10,inf204kb11s7,others,others,-,-
543171,ro jewels limited,rojl,ro jewels ltd,Active,M,10,ine0bdu01010,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
543172,cospower engineering limited,cospower,cospower engineering ltd,Active,M,10,ine0cqb01010,capital goods,industrials,industrial manufacturing,industrial machinery
543173,nippon india mutual fund,11dpr,nippon india equity hybrid fund - segregated portfolio 2dividend plandividend reinvestment,Active,B,10,inf204kb14u7,others,others,-,-
543174,nippon india mutual fund,11gpg,nippon india equity hybrid fund - segregated portfolio 2growth plan growth optiongrowth,Active,B,10,inf204kb10u5,others,others,-,-
543175,nippon india mutual fund,11mpd,nippon india equity hybrid fund - segregated portfolio 2monthly dividend plandividend payout,Active,B,10,inf204kb15u4,others,others,-,-
543176,nippon india mutual fund,11mpr,nippon india equity hybrid fund - segregated portfolio 2monthly dividend planreinvestment,Active,B,10,inf204kb16u2,others,others,-,-
543177,nippon india mutual fund,11qpd,nippon india equity hybrid fund - segregated portfolio 2quarterly dividend plandividend payout,Active,B,10,inf204kb11u3,others,others,-,-
543178,nippon india mutual fund,11qpr,nippon india equity hybrid fund - segregated portfolio 2quarterly dividend planreinvestment,Active,B,10,inf204kb12u1,others,others,-,-
543179,nippon india mutual fund,11add,nippon india equity hybrid fund - segregated portfolio 2direct plan dividend plandividend payout,Active,B,10,inf204kb16t4,others,others,-,-
543180,nippon india mutual fund,11adr,nippon india equity hybrid fund - segregated portfolio 2direct plan dividend plandividend reinvestment,Active,B,10,inf204kb17t2,others,others,-,-
543181,nippon india mutual fund,11agg,nippon india equity hybrid fund - segregated portfolio 2direct growth plan growth optiongrowth,Active,B,10,inf204kb13t1,others,others,-,-
543182,nippon india mutual fund,11amd,nippon india equity hybrid fund - segregated portfolio 2direct monthly dividend plandividend payout,Active,B,10,inf204kb18t0,others,others,-,-
543183,nippon india mutual fund,11amr,nippon india equity hybrid fund - segregated portfolio 2direct monthly dividend planreinvestment,Active,B,10,inf204kb19t8,others,others,-,-
543184,nippon india mutual fund,11aqd,nippon india equity hybrid fund - segregated portfolio 2direct quarterly dividend plandividend payout,Active,B,10,inf204kb14t9,others,others,-,-
543185,nippon india mutual fund,11aqr,nippon india equity hybrid fund - segregated portfolio 2direct quarterly dividend planreinvestment,Active,B,10,inf204kb15t6,others,others,-,-
543186,nippon india mutual fund,11dpd,nippon india equity hybrid fund - segregated portfolio 2dividend plandividend payout,Active,B,10,inf204kb13u9,others,others,-,-
543187,hitachi energy india limited,powerindia,hitachi energy india ltd,Active,A,2,ine07y701011,capital goods,industrials,electrical equipment,heavy electrical equipment
543193,dj mediaprint & logistics limited,djml,dj mediaprint & logistics ltd,Active,M,10,ine0b1k01014,services,services,transport services,logistics solution provider
543207,natural biocon (india) limited,natural,natural biocon (india) ltd,Active,X,10,ine06mm01016,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
543208,bhartia bachat limited,bhartia,bhartia bachat ltd,Active,X,10,ine745r01016,financial services,financial services,finance,non banking financial company (nbfc)
543209,billwin industries limited,billwin,billwin industries ltd,Active,M,10,ine0crs01012,diversified,diversified,diversified,diversified
543210,aarti surfactants limited,aartisurf,aarti surfactants ltd,Active,B,10,ine09eo01013,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543211,bonlon industries limited,bonlon,bonlon industries ltd,Active,M,10,ine0b9a01018,metals & mining,commodities,diversified metals,diversified metals
543212,borosil limited,boroltd,borosil ltd,Active,A,1,ine02py01013,consumer durables,consumer discretionary,consumer durables,glass - consumer
543213,rossari biotech limited,rossari,rossari biotech ltd,Active,A,2,ine02a801020,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543214,ndr auto components limited,ndrauto,ndr auto components ltd,Active,B,10,ine07og01012,automobile and auto components,consumer discretionary,auto components,auto components & equipments
543218,suratwwala business group limited,sbglp,suratwwala business group ltd,Active,M,10,ine05st01010,realty,consumer discretionary,realty,residential commercial projects
543219,icici prudential mutual fund,icicialplv,icici prudential alpha low vol 30 etf,Active,B,10,inf109kc1n59,others,others,-,-
543220,max healthcare institute limited,maxhealth,max healthcare institute ltd,Active,A,10,ine027h01010,healthcare,healthcare,healthcare services,hospital
543221,icici prudential mutual fund,icicitech,icici prudential it etf,Active,B,10,inf109kc1n67,others,others,-,-
543223,max india limited,maxindia,max india ltd,Active,B,10,ine0cg601016,financial services,financial services,finance,holding company
543224,hdfc mutual fund,hbanketf,hdfc banking etf,Active,B,223.31,inf179kc1an8,others,others,-,-
543226,uti mutual fund,utibanketf,uti bank exchange traded fund (uti bank etf),Active,B,1,inf789f1auv1,others,others,-,-
543227,happiest minds technologies limited,happstmnds,happiest minds technologies ltd,Active,B,2,ine419u01012,information technology,information technology,it - software,computers - software & consulting
543228,route mobile limited,route,route mobile ltd,Active,A,10,ine450u01017,telecommunication,telecommunication,telecom - services,other telecom services
543229,samrat forgings limited,samratforg,samrat forgings ltd,Active,X,10,ine412j01010,capital goods,industrials,industrial products,castings & forgings
543230,advait infratech limited,advait,advait infratech ltd,Active,M,10,ine0ali01010,capital goods,industrials,industrial products,cables - electricals
543231,archidply decor limited,adl,archidply decor ltd,Active,T,10,ine0cho01012,consumer durables,consumer discretionary,consumer durables,plywood boards/ laminates
543232,computer age management services limited,cams,computer age management services ltd,Active,A,10,ine596i01012,financial services,financial services,capital markets,depositories clearing houses and other intermediaries
543233,chemcon speciality chemicals limited,chemcon,chemcon speciality chemicals ltd,Active,B,10,ine03ym01018,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543234,secmark consultancy limited,secmark,secmark consultancy ltd,Active,M,10,ine0btm01013,information technology,information technology,it - software,computers - software & consulting
543235,angel one limited,angelone,angel one ltd,Active,A,10,ine732i01013,financial services,financial services,capital markets,stockbroking & allied
543236,atam valves limited,atam,atam valves ltd,Active,M,10,ine09kd01013,capital goods,industrials,industrial manufacturing,industrial machinery
543237,mazagon dock shipbuilders limited,mazdock,mazagon dock shipbuilders ltd,Active,A,10,ine249z01012,capital goods,industrials,industrial manufacturing,ship building & allied services
